daren,your,you,more,hanks,to,thank,ect,ii,hou,subject,and,http,gas,attached,ali,hpl,enron,forwarded,farmer,of,aren,a,forward,soft,meter,thanks,Prediction
0,0,3,0,0,8,0,2,0,0,0,4,0,0,1,1,0,0,0,0,3,0,38,0,0,0,0,0
0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,47,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
3,0,0,0,1,6,1,21,0,10,2,6,0,0,0,0,0,7,1,3,2,3,73,1,0,0,1,0
0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,43,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,0,4,0,0,24,0,17,0,9,2,20,0,0,2,1,0,0,2,5,8,5,138,3,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,1,2,0,5,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,20,0,0,0,0,1
0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1
0,0,1,0,1,2,1,18,0,9,1,2,0,1,0,0,1,0,0,0,2,1,52,0,0,2,1,0
0,0,3,0,0,8,0,2,0,0,0,4,0,0,1,1,0,0,0,0,3,0,38,0,0,0,0,0
0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,47,0,0,0,0,0
0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
3,0,0,0,1,6,1,21,0,10,2,6,0,0,0,0,0,7,1,3,2,3,73,1,0,0,1,0
0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,43,0,0,0,0,0
0,1,2,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,17,0,0,0,1,1
5,0,4,0,0,24,0,17,0,9,2,20,0,0,2,1,0,0,2,5,8,5,138,3,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,1,7,1,1,10,1,2,0,3,0,7,0,0,2,0,0,0,0,0,10,0,72,0,1,0,1,0
0,4,7,1,0,13,0,6,1,1,2,6,1,0,0,2,0,0,0,0,6,0,99,0,1,0,0,1
1,3,6,0,1,4,1,2,0,2,0,1,0,0,1,0,0,0,0,0,1,1,18,0,0,0,1,0
1,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26,0,0,0,1,0
0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,7,4,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0
0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,15,0,0,0,0,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1
0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,7,4,0,0,0,0,16,0,0,0,0,0
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,2,1,0
0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,1,1,0,0,6,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,36,0,1,0,0,1
0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,29,0,0,1,0,0
0,0,1,0,0,21,0,3,0,2,0,4,0,1,0,3,0,0,0,0,1,0,156,0,0,1,0,1
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1,1,7,0,1,13,1,4,2,7,0,7,0,1,0,0,1,0,0,0,0,1,118,0,0,10,1,0
4,0,2,0,3,5,3,7,0,2,2,2,0,0,0,0,4,0,0,2,0,4,60,0,0,0,3,0
0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
1,0,3,0,1,7,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,47,0,0,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,19,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
5,0,2,0,1,6,1,25,0,13,4,2,0,0,0,0,0,1,2,4,0,5,73,2,0,8,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,2,0,0
0,0,2,1,0,19,0,3,0,1,0,5,1,0,0,3,0,0,0,0,3,0,228,0,1,0,0,1
4,0,2,0,1,5,1,17,0,8,3,0,0,0,0,0,0,0,1,3,0,4,45,1,0,6,1,0
3,0,1,0,1,4,1,11,0,5,2,0,0,0,0,0,0,0,0,2,0,3,32,0,0,4,1,0
0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0
2,1,8,0,2,18,1,33,2,22,2,10,0,2,0,0,3,2,1,1,0,2,174,1,0,13,1,0
0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,49,0,1,0,0,1
0,0,1,0,1,2,1,1,0,6,0,3,0,0,0,0,0,0,0,0,1,0,29,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,2,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,35,0,0,1,0,0
0,2,8,0,0,3,1,2,0,2,0,4,0,0,0,2,0,0,0,0,3,0,55,0,0,0,0,1
0,0,0,0,1,3,1,2,0,0,0,4,0,0,0,0,0,0,0,0,4,0,23,0,0,0,1,0
3,1,13,0,3,27,1,55,2,33,3,11,0,2,0,0,4,2,2,2,0,3,208,2,0,17,1,0
0,0,0,0,1,2,1,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0
0,0,1,0,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
0,0,0,0,0,5,0,2,0,0,0,7,0,0,0,2,0,0,0,0,6,0,75,1,0,0,0,1
0,0,0,0,1,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0
1,0,0,0,1,9,1,7,0,1,2,2,0,2,0,0,0,4,2,1,3,1,76,2,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,1
0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,36,1,0,0,0,0
2,0,2,0,1,12,1,14,0,7,2,6,0,1,0,2,0,9,2,1,0,2,107,2,0,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,4,0,5,0,2,1,1,0,0,0,0,0,0,1,0,2,0,63,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,3,0,2,0,0,1,0,0,3,1,0,4,6,1,1,2,1,69,1,0,1,0,0
1,0,0,0,1,9,1,7,0,1,2,2,0,2,0,0,0,4,2,1,3,1,76,2,0,0,1,0
0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,36,1,0,0,0,0
0,2,5,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,27,0,0,0,0,1
2,0,2,0,1,12,1,14,0,7,2,6,0,1,0,2,0,9,2,1,0,2,107,2,0,0,1,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
0,0,0,0,0,4,0,5,0,2,1,1,0,0,0,0,0,0,1,0,2,0,63,1,0,0,0,0
0,7,18,0,0,22,0,7,0,0,0,20,1,0,0,2,0,13,0,0,11,0,147,0,1,0,0,0
0,2,8,1,2,12,2,2,0,3,0,9,0,0,2,0,0,0,0,0,12,0,87,0,1,0,2,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1
0,1,3,0,0,2,0,1,0,4,0,2,0,0,1,0,0,0,0,0,2,0,26,0,0,0,0,0
0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0
0,0,7,0,0,5,1,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,39,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,7,1,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,13,1,0,0,0,0
0,0,3,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,0,66,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0,0,0,0,14,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0
0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,5,13,5,0,68,0,22,0,6,0,36,0,0,0,3,0,0,0,0,61,1,595,1,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0,2,2,1,0,0,0,17,3,0,0,0,0
1,0,2,0,1,9,1,5,0,2,1,3,0,2,0,0,0,1,2,1,0,1,78,2,0,1,1,0
1,2,4,0,2,4,2,5,0,4,1,0,0,0,0,0,0,4,0,1,1,1,30,0,0,0,2,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,3,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,1
1,1,5,1,0,22,0,8,0,4,3,10,0,7,0,0,2,9,3,2,10,1,208,3,0,2,0,0
1,0,2,0,1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,32,0,0,0,1,0
3,0,2,0,0,13,0,15,0,7,2,16,0,1,0,0,0,7,1,2,1,3,78,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0
0,0,3,0,0,4,0,1,0,1,0,4,1,0,0,0,0,0,0,0,1,0,19,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,2,0,1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,32,0,0,0,1,0
3,0,2,0,0,13,0,15,0,7,2,16,0,1,0,0,0,7,1,2,1,3,78,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,5,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,11,1,0,0,0,0
0,1,1,0,0,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,0,0
0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0
0,4,10,1,0,7,0,1,1,0,0,3,0,0,0,1,0,0,0,0,2,0,43,0,0,0,0,1
1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0
0,3,5,1,0,4,0,4,1,1,0,1,0,0,0,0,0,0,0,0,5,0,64,0,0,0,0,1
0,19,29,1,0,19,1,3,0,3,0,13,0,0,1,0,0,0,0,0,14,0,178,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,4,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,1
3,0,3,0,3,11,3,24,0,15,3,3,0,1,0,0,1,7,1,3,3,4,105,1,0,9,3,0
1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,0,0
0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,3,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
0,7,12,0,1,5,2,3,0,1,0,5,4,0,0,0,0,0,0,0,2,0,62,0,0,0,1,0
0,0,1,2,0,4,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,23,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,23,0,0,0,0,0
0,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,6,0,0,0,0,0
0,5,8,0,1,10,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,34,0,1,0,1,1
2,0,0,0,3,12,1,4,0,1,3,0,0,6,0,0,8,16,1,2,2,2,78,1,0,0,1,0
1,0,0,0,1,5,0,2,0,0,1,0,0,3,0,0,4,9,1,1,0,1,40,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,6,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0
0,0,0,0,1,6,1,12,0,7,1,4,0,1,1,0,1,0,0,0,1,0,50,0,0,1,1,0
0,3,8,0,1,4,1,1,0,1,0,2,4,0,0,0,0,0,0,0,2,0,45,0,0,0,1,0
4,0,7,0,1,23,2,27,0,15,4,5,0,3,0,0,0,3,2,4,1,5,215,2,0,4,1,0
3,0,7,0,1,22,2,20,0,10,3,4,0,3,0,0,0,1,2,3,1,3,159,2,0,1,1,0
3,0,1,0,0,11,0,16,0,7,3,1,0,1,0,0,0,0,2,3,0,3,37,2,0,0,0,0
0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,6,9,1,0,24,0,5,1,2,2,11,1,0,0,3,0,0,0,0,7,0,146,0,1,0,0,1
0,0,2,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0
6,0,4,1,2,14,2,13,0,7,4,13,0,2,0,0,0,2,0,4,4,6,132,0,0,0,2,0
4,0,4,1,2,12,2,7,0,5,2,9,0,2,0,0,0,2,0,2,4,4,111,0,0,0,2,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,4,4,0,0,0,0,11,0,0,0,0,0
6,0,4,1,2,14,2,13,0,7,4,13,0,2,0,0,0,2,0,4,4,6,132,0,0,0,2,0
4,0,4,1,2,12,2,7,0,5,2,9,0,2,0,0,0,2,0,2,4,4,111,0,0,0,2,0
5,0,9,0,1,29,2,34,0,17,5,4,0,3,0,0,0,5,2,5,1,5,204,3,0,1,1,0
0,0,2,1,0,2,0,2,0,0,0,6,1,0,0,1,0,0,0,0,0,0,44,0,0,0,0,1
1,0,3,0,0,7,0,2,0,1,0,2,0,1,0,0,0,0,0,0,2,1,38,0,0,2,0,0
4,0,4,0,0,11,0,9,0,4,2,3,0,3,0,1,0,1,1,3,2,4,65,1,0,4,0,0
0,0,1,3,0,5,0,1,0,0,0,1,2,0,0,2,0,0,0,0,1,0,21,0,0,0,0,1
1,0,1,0,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,0
0,0,3,0,1,2,1,2,0,0,0,3,2,0,0,5,0,0,0,0,0,0,31,0,0,0,1,1
0,1,1,0,0,5,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1
1,0,1,0,1,11,1,10,0,6,2,13,0,2,0,0,0,3,1,1,8,1,76,1,0,0,1,0
0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,62,0,0,0,0,1
0,0,1,0,1,9,1,4,0,1,1,8,0,0,0,0,0,1,0,0,5,0,34,0,0,0,1,0
0,1,4,0,0,2,0,2,0,0,1,1,0,1,0,0,0,3,1,0,3,0,46,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,0,0,0,0,0
1,0,1,0,1,11,1,10,0,6,2,13,0,2,0,0,0,3,1,1,8,1,76,1,0,0,1,0
0,8,15,0,0,8,2,2,0,0,1,9,1,0,0,0,0,0,0,0,3,0,81,0,0,0,0,1
0,0,1,0,1,9,1,4,0,1,1,8,0,0,0,0,0,1,0,0,5,0,34,0,0,0,1,0
0,1,4,0,0,2,0,2,0,0,1,1,0,1,0,0,0,3,1,0,3,0,46,1,0,0,0,0
2,0,2,0,2,13,2,27,0,11,2,5,0,4,0,0,0,22,2,1,2,4,99,2,0,4,2,0
0,4,11,2,0,50,0,20,0,5,0,23,0,0,0,3,0,0,0,0,42,0,413,0,0,0,0,1
1,3,5,2,0,7,1,6,0,0,0,13,0,6,0,4,0,0,0,1,6,1,106,0,0,0,0,0
0,5,8,1,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,1
0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,18,0,0,0,0,0
0,1,1,0,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,1
0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0
0,0,2,0,0,3,1,4,0,0,1,2,0,0,0,0,1,0,0,0,2,0,20,0,0,0,0,0
0,0,0,0,0,2,0,1,0,2,0,4,0,2,1,0,0,0,1,0,2,0,54,1,0,0,0,0
0,0,1,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0
0,0,3,1,1,7,1,3,0,0,0,4,2,0,0,1,0,0,0,0,2,0,33,0,0,0,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,0,0,0,0,0
1,1,5,0,2,12,1,5,0,0,3,2,0,3,2,0,5,9,2,1,4,1,115,3,0,1,1,0
0,0,1,0,1,3,1,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,18,0,0,0,1,0
1,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,33,0,0,3,0,0
0,1,2,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,15,0,0,0,0,1
0,0,1,0,0,9,0,1,1,0,0,4,4,0,0,0,0,0,0,0,1,0,56,0,1,0,0,1
1,0,2,0,0,3,1,4,0,1,0,5,0,0,0,0,0,0,0,0,1,1,49,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,2,0,1,0,2,0,4,0,2,1,0,0,0,1,0,2,0,54,1,0,0,0,0
0,0,0,1,0,10,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,111,0,0,0,0,1
0,0,0,0,1,10,1,15,0,5,2,4,0,0,1,0,0,9,2,0,2,1,51,2,0,3,1,0
0,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0
1,0,1,0,0,4,0,4,0,1,1,0,0,0,0,0,0,0,0,1,3,1,24,0,0,0,0,0
0,0,3,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,1,0,0,1
0,1,4,1,1,14,1,13,0,3,2,5,0,0,0,0,0,11,0,0,2,0,87,0,0,0,1,0
0,0,0,0,1,5,1,9,0,5,2,0,0,0,0,1,0,4,2,0,1,0,49,2,0,0,1,0
0,3,3,0,1,6,1,2,0,0,0,6,0,0,0,0,0,0,0,0,2,0,46,0,0,0,1,0
0,0,0,0,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,23,0,0,0,0,0
0,2,4,0,0,25,0,11,0,7,2,9,0,1,0,3,0,3,1,0,16,0,179,1,0,0,0,0
0,2,5,0,2,13,2,3,0,1,0,11,5,0,1,0,0,0,0,0,7,0,91,0,0,0,2,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,0,0,0,0,0
0,0,2,0,1,1,1,3,0,1,1,0,0,0,1,0,0,2,1,0,1,0,35,1,0,0,1,0
0,0,2,0,0,3,0,14,0,6,2,0,0,3,0,0,0,4,2,0,2,0,41,2,0,0,0,0
0,0,0,0,0,8,0,5,0,2,1,1,0,0,0,0,0,3,1,1,0,0,52,1,0,0,0,0
0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
0,0,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,0,0,0,0,0
0,0,0,0,2,6,1,96,0,49,2,8,0,2,2,0,1,12,1,0,2,0,123,1,0,1,1,0
0,0,0,0,2,6,1,96,0,49,2,5,0,1,2,0,1,12,1,0,2,0,116,1,0,1,1,0
0,0,0,0,2,6,1,96,0,47,2,1,0,1,1,0,1,12,1,0,0,0,102,1,0,1,1,0
0,4,9,0,0,9,0,1,0,2,0,4,3,0,0,0,0,6,0,0,1,0,60,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1,2,4,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,20,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1
0,0,5,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,4,4,0,0,0,0,11,0,0,0,0,0
0,0,0,0,2,6,1,96,0,49,2,8,0,2,2,0,1,12,1,0,2,0,122,1,0,1,1,0
0,2,4,0,3,12,4,13,0,7,3,9,0,1,0,0,0,11,3,0,2,0,136,5,0,15,3,0
0,0,3,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,1
0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,3,0,1,6,1,19,0,12,3,1,0,0,0,0,0,7,2,0,1,1,59,2,0,6,1,0
0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,0,0,3,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,1
0,0,0,0,0,1,0,3,0,1,1,1,0,0,1,0,0,2,1,0,0,0,22,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2,0,2,0,1,7,1,1,0,0,0,5,0,1,0,0,0,0,0,1,6,2,37,0,0,2,1,0
0,1,2,2,1,1,1,1,0,0,0,3,2,0,0,0,0,0,0,0,2,0,17,0,0,0,1,1
0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,5,0,0,0,0,0
1,1,3,0,0,9,1,16,0,8,1,0,0,2,1,0,0,7,0,1,1,1,64,0,0,6,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
